ID;ITEMCODE;ITEMNAME;UNITPRICE;CATEGORY1;CATEGORY2;CATEGORY3;CATEGORY4;BRAND
204;505;MEVSIM BIBERIYE TURSU  KG ;9,5;GIDA;HAZIR YEMEK-KONSERVE-SALCA;TURSU;DOKME BIBERIYE;MEVSIM
205;507;BAY.SEK.SOLEN VITAL A.FISTIK KG ;32,23;SEKERLEME;SAKIZ-SEKERLEME;SEKERLEMELER BAYRAMLIK;IKRAMLIK SEKERLEME;SOLEN
206;508;BAY.SEK.KENT TOFF LIMON KG.;23,94;SEKERLEME;SAKIZ-SEKERLEME;SEKERLEMELER BAYRAMLIK;YUMUSAK SEKER;KENT
207;512;ELB.BIBER DOLMA;2,94;SEBZE;MANAV;MANAV;SEBZELER;BIBER
208;514;MUDURNU SOKLU TAB. BUT;9,45;KUMES;PILIC;KUMES HAYVANLARI;PARCA BUT;MUDURNU
209;515;ELB.SALATALIK KORNISON;0;SEBZE;MANAV;MANAV;SEBZELER;SALATALIK
210;525;PORTAKAL VALANCIA;3,86;MEYVE;MANAV;MANAV;MEYVELER;PORTAKAL
211;526;UZUM KUS (IZMIR);9,24;MEYVE;MANAV;MANAV;MEYVELER;UZUM
212;527;UZUM REZAKI;2,97;MEYVE;MANAV;MANAV;MEYVELER;UZUM
213;529;MANDALINA KING KG;3,37;MEYVE;MANAV;MANAV;MEYVELER;MANDALINA
214;530;MANDALINA RIZE;1,21;MEYVE;MANAV;MANAV;MEYVELER;MANDALINA
215;531;MANDALINA YATAK;1,05;MEYVE;MANAV;MANAV;MEYVELER;MANDALINA
216;539;BANVIT TABAKLI BONFILE GOGUS KG;18,17;KUMES;PILIC;KUMES HAYVANLARI;PARCA GOGUS;BANVIT
217;547;BAY.SEK.KENT DOLCE FINDIK CILEK;20,02;SEKERLEME;SAKIZ-SEKERLEME;SEKERLEMELER BAYRAMLIK;IKRAMLIK SEKERLEME;KENT
218;548;BAY.SEK.ULKER HOBBY DOKME;26,58;SEKERLEME;SAKIZ-SEKERLEME;SEKERLEMELER BAYRAMLIK;IKRAMLIK SEKERLEME;ULKER
219;549;BAY.SEK.KENT TOFF PORTAKAL KG.;23,94;SEKERLEME;SAKIZ-SEKERLEME;SEKERLEMELER BAYRAMLIK;YUMUSAK SEKER;KENT
220;552;BAY.SEK.MABEL PIRAMIT KG;83,84;SEKERLEME;SAKIZ-SEKERLEME;SEKERLEMELER BAYRAMLIK;IKRAMLIK SEKERLEME;MABEL
221;555;SOGAN ADAPAZARI BEYAZ;2,7;SEBZE;MANAV;MANAV;SEBZELER;SOGAN
222;558;BEYPILIC TABAKLI PILIC LADES KG;7,74;KUMES;PILIC;KUMES HAYVANLARI;PARCA LADES;BEYPILIC
223;566;GURME PILIC SCHNITZEL EKO 5000 GR;11,33;GIDA;HAZIR YEMEK-KONSERVE-SALCA;HAZIR YEMEK;HAZIR PILIC;GURME
224;567;GURME MACAR SALAM BATON;34,66;ET;ISLENMIS ET;SALAM ;DANA SALAM;GURME
225;568;ARMUT DEVECI 2. FIYAT;5,05;MEYVE;MANAV;MANAV;MEYVELER;ARMUT
226;570;BAY.SEK.ELIT KARECIK MIX ;58,2;SEKERLEME;SAKIZ-SEKERLEME;SEKERLEMELER BAYRAMLIK;IKRAMLIK SEKERLEME;ELIT
227;575;BIBER YESIL ;10,74;SEBZE;MANAV;MANAV;SEBZELER;BIBER
228;576;PATLICAN ;1,44;SEBZE;MANAV;MANAV;SEBZELER;PATLICAN
229;577;TURP VEZIR;1,99;YESILLIK;MANAV;MANAV;YESILLIKLER;TURP
230;592;DOKME KOFTE BAHARI 10 KG. ;18,1;GIDA;TUZ-BAHARAT;YEMEK HARCLARI;ET HARCI;NERGIS
231;593;DOKME CAM FISTIGI 10 KG. ;225,24;GIDA;TUZ-BAHARAT;BAHARAT;DOLMALIK FISTIK;NERGIS
232;594;BAY.SEK.ULKER SIRMA BUK.3 KG *1*;27,94;SEKERLEME;SAKIZ-SEKERLEME;SEKERLEMELER BAYRAMLIK;IKRAMLIK SEKERLEME;ULKER
233;612;BANVIT TABAKLI IZGARA DRUMSTICK;12,89;KUMES;PILIC;KUMES HAYVANLARI;PARCA IZGARALIK;BANVIT
234;615;KARLIDAG PEYNIR YARIM YAGLI KG;24,47;KAHVALTILIK;SUT-YOGURT-PEYNIR;PEYNIRLER;BEYAZ PEYNIRLER;KARLIDAG
235;616;KARLIDAG  PEYNIR PASTORIZE YERLI KG;36,9;KAHVALTILIK;SUT-YOGURT-PEYNIR;PEYNIRLER;KOY PEYNIRLERI;KARLIDAG
236;619;TATLI TOZBIBER 1 KG ;11,33;GIDA;TUZ-BAHARAT;BAHARAT;TATLI TOZ BIBER;NERGIS
237;621;BAY.SEK.MABEL IKIZ NAPOLITEN 3 KG;28,62;SEKERLEME;SAKIZ-SEKERLEME;SEKERLEMELER BAYRAMLIK;IKRAMLIK SEKERLEME;MABEL
238;622;BAY.SEK.SOLEN BUTIK BON.SUTLU;22,2;SEKERLEME;SAKIZ-SEKERLEME;SEKERLEMELER BAYRAMLIK;YUMUSAK SEKER;SOLEN
239;623;BAY.SEK.SOLEN MAX BAR KG;43,82;SEKERLEME;SAKIZ-SEKERLEME;SEKERLEMELER BAYRAMLIK;IKRAMLIK SEKERLEME;SOLEN
240;625;BEYPILIC TABAKLI TASLIK KG;11,04;KUMES;PILIC;KUMES HAYVANLARI;PARCA TASLIK;BEYPILIC
241;627;BAY.SEK.ELIT BOHEM SAR.BEYAZ CIK.KG;39,95;SEKERLEME;SAKIZ-SEKERLEME;SEKERLEMELER BAYRAMLIK;IKRAMLIK SEKERLEME;ELIT
242;628;BAY.SEK.SOLEN BUTIK C.TAT KARPUZ CILEK*4*;21,67;SEKERLEME;SAKIZ-SEKERLEME;SEKERLEMELER BAYRAMLIK;IKRAMLIK SEKERLEME;SOLEN
243;629;BAY.SEK.SOLEN BUTIK JELLY BOGURTLEN;22,2;SEKERLEME;SAKIZ-SEKERLEME;SEKERLEMELER BAYRAMLIK;IKRAMLIK SEKERLEME;SOLEN
244;630;BAY.SEK.SOLEN BUTIK JELLY SEFTALI;22,2;SEKERLEME;SAKIZ-SEKERLEME;SEKERLEMELER BAYRAMLIK;IKRAMLIK SEKERLEME;SOLEN
245;631;GOLBASI SUS BIBER ;0;SEBZE;MANAV;MANAV;SEBZELER;BIBER
246;632;YEMEKH. BIBER DOLMA;2,54;SEBZE;MANAV;MANAV;SEBZELER;BIBER
247;633;NERGIS KAVURMA (DILIMLI) KG.;82,16;ET;ISLENMIS ET;KAVURMA ;DOKME;NERGIS
248;637;GEMLIK SELE ZEYTIN XL (201-230) KG.*10* ;31,12;KAHVALTILIK;YUMURTA-ZEYTIN;ZEYTIN;DOKME SIYAH;MARMARA BIRLIK
249;638;ELB.MAROL KIVIRCIK;0,43;YESILLIK;MANAV;MANAV;YESILLIKLER;MAROL
250;639;COREKOTLU KUZU BAS PEYN. KG;56,08;KAHVALTILIK;SUT-YOGURT-PEYNIR;PEYNIRLER;OZEL PEYNIRLER;HATAY
251;640;GURME MACAR SALAM DILIMLI;36;ET;ISLENMIS ET;SALAM ;DANA SALAM;GURME
252;643;AYTAC KEVSER PEYNIR YARIM YAGLI KG;11,99;KAHVALTILIK;SUT-YOGURT-PEYNIR;PEYNIRLER;BEYAZ PEYNIRLER;AYTAC
253;645;ERPILIC TABAKLI TALEKS KG.;25,92;KUMES;PILIC;KUMES HAYVANLARI;PARCA TALEKS;ERPILIC
254;649;PORTAKAL YAFA;1,44;MEYVE;MANAV;MANAV;MEYVELER;PORTAKAL
255;650;ELMA GOLDEN DEV;1,39;MEYVE;MANAV;MANAV;MEYVELER;ELMA
256;652;UZUM BEYAZ;8,34;MEYVE;MANAV;MANAV;MEYVELER;UZUM
257;653;UZUM KIRMIZI;16,9;MEYVE;MANAV;MANAV;MEYVELER;UZUM
258;656;MANDALINA;3,24;MEYVE;MANAV;MANAV;MEYVELER;MANDALINA
259;657;ERIK CAN;16,14;MEYVE;MANAV;MANAV;MEYVELER;ERIK
260;665;BANVIT TABAKLI KALCALI BUT KG.;10,59;KUMES;PILIC;KUMES HAYVANLARI;PARCA BUT;BANVIT
261;666;MUDURNU SOSLU TABAKLI PIRZOLA;13,33;KUMES;PILIC;KUMES HAYVANLARI;PARCA SOSLU PIRZOLA;MUDURNU
262;670;BAY.SEK.ELIT H.CEVIZLI KOKO 3 KG.;32,4;SEKERLEME;SAKIZ-SEKERLEME;SEKERLEMELER BAYRAMLIK;IKRAMLIK SEKERLEME;ELIT
263;671;BAY.SEK.KENT LIMONATAT KG;17,41;SEKERLEME;SAKIZ-SEKERLEME;SEKERLEMELER BAYRAMLIK;YUMUSAK SEKER;KENT
264;672;BAY.SEK.ULKER METRO 3,5 KG;43,08;SEKERLEME;SAKIZ-SEKERLEME;SEKERLEMELER BAYRAMLIK;IKRAMLIK SEKERLEME;ULKER
265;673;BAY.SEK.KENT ELEGAN CILEK *1*;23,94;SEKERLEME;SAKIZ-SEKERLEME;SEKERLEMELER BAYRAMLIK;YUMUSAK SEKER;KENT
266;674;MANDALINA ARMUDI;0,77;MEYVE;MANAV;MANAV;MEYVELER;MANDALINA
267;683;MUDURNU SOSLU TABAKLI IZG.KANAT;17,63;KUMES;PILIC;KUMES HAYVANLARI;PARCA SOSLU KANAT;MUDURNU
268;689;PINAR SUCUK ACIK KANGAL;86,94;ET;ISLENMIS ET;SUCUK;DANA SUCUK;PINAR
269;691;MAR.BIR.LUX.ZEYT. 3XS YAG.SAL.(381-410)KG.;17,34;KAHVALTILIK;YUMURTA-ZEYTIN;ZEYTIN;DOKME SIYAH;MARMARA BIRLIK
270;692;KARLIDAG PEYNIR TAM YAGLI KG;26,34;KAHVALTILIK;SUT-YOGURT-PEYNIR;PEYNIRLER;BEYAZ PEYNIRLER;KARLIDAG
271;693;KARLIDAG  PARMAK PEYNIRI  KG;12,11;KAHVALTILIK;SUT-YOGURT-PEYNIR;PEYNIRLER;PARMAK PEYNIRLER;KARLIDAG
272;694;NERGIS PULBIBER 1 KG;9,68;GIDA;TUZ-BAHARAT;BAHARAT;PUL BIBER;NERGIS
273;699;BIBER KIRMIZI;2,49;SEBZE;MANAV;MANAV;SEBZELER;BIBER
274;702;UZUM ELAZIG SIYAH;7,55;MEYVE;MANAV;MANAV;MEYVELER;UZUM
275;709;BANVIT TABAKLI PIRZOLA KG.;18,53;KUMES;PILIC;KUMES HAYVANLARI;PARCA PIRZOLA;BANVIT
276;710;MUDURNU TABAKLI CIGER;5,18;KUMES;PILIC;KUMES HAYVANLARI;PARCA CIGER;MUDURNU
277;715;YORSAN  TAM YAGLI PEYNIR KG;18,43;KAHVALTILIK;SUT-YOGURT-PEYNIR;PEYNIRLER;BEYAZ PEYNIRLER;YORSAN
278;716;DOKME ACI KIRMIZI BIBER 10 KG. ;16,7;GIDA;TUZ-BAHARAT;BAHARAT;ACI TOZ BIBER;NERGIS
279;717;NERGIS ACI TOZ BIBER 1 KG;8,67;GIDA;TUZ-BAHARAT;BAHARAT;ACI TOZ BIBER;NERGIS
280;719;BAY.SEK.ULKER TOFF. DAMLA SAKIZ;23,88;SEKERLEME;SAKIZ-SEKERLEME;SEKERLEMELER BAYRAMLIK;YUMUSAK SEKER;ULKER
281;720;BAY.SEK.MABEL ETIKETLI MADLEN 3 KG;28,8;SEKERLEME;SAKIZ-SEKERLEME;SEKERLEMELER BAYRAMLIK;IKRAMLIK SEKERLEME;MABEL
282;721;BAY.SEK.KENT 4 KG ELEGAN DAMLA KAHVE;17,27;SEKERLEME;SAKIZ-SEKERLEME;SEKERLEMELER BAYRAMLIK;YUMUSAK SEKER;KENT
283;723;BAY.SEK.ULKER ECE FINDIKLI 6 KG *1*;46,84;SEKERLEME;SAKIZ-SEKERLEME;SEKERLEMELER BAYRAMLIK;IKRAMLIK SEKERLEME;ULKER
284;725;BANVIT TABAKLI INCIK KG.;21;KUMES;PILIC;KUMES HAYVANLARI;PARCA INCIK;BANVIT
285;728;BOREKLIK PEYNIR;2,74;KAHVALTILIK;SUT-YOGURT-PEYNIR;PEYNIRLER;OZEL PEYNIRLER;KARLIDAG
286;732;BAY.SEK.SOLEN BUTIK CIKO.DOL.TOF.;16,24;SEKERLEME;SAKIZ-SEKERLEME;SEKERLEMELER BAYRAMLIK;YUMUSAK SEKER;SOLEN
287;733;BAY.SEK.KENT SUSAMLI *1*;23,94;SEKERLEME;SAKIZ-SEKERLEME;SEKERLEMELER BAYRAMLIK;IKRAMLIK SEKERLEME;KENT
288;734;BAY.SEK.KENT 1 KG ELEGAN LIMON *1*;17,96;SEKERLEME;SAKIZ-SEKERLEME;SEKERLEMELER BAYRAMLIK;YUMUSAK SEKER;KENT
289;735;BAY.SEK.ULKER BONBON SUTLU KG.;16,03;SEKERLEME;SAKIZ-SEKERLEME;SEKERLEMELER BAYRAMLIK;IKRAMLIK SEKERLEME;ULKER
290;736;BAY.SEK.SOLEN DIAMOND A.FIST8 KG*1*;69,34;SEKERLEME;SAKIZ-SEKERLEME;SEKERLEMELER BAYRAMLIK;IKRAMLIK SEKERLEME;SOLEN
291;738;BAY.SEK.ELIT SUTLU SEKER 5 KG;16,65;SEKERLEME;SAKIZ-SEKERLEME;SEKERLEMELER BAYRAMLIK;IKRAMLIK SEKERLEME;ELIT
292;740;ELB.ARMUT ANKARA;0;MEYVE;MANAV;MANAV;MEYVELER;ARMUT
293;741;TORUNOGLU PEYNIR 1.SINIF YAGLI KG;32,94;KAHVALTILIK;SUT-YOGURT-PEYNIR;PEYNIRLER;BEYAZ PEYNIRLER;TORUNOGLU
294;748;GOLBASI KURU SOGAN PAK.;1,44;SEBZE;MANAV;MANAV;SEBZELER;SOGAN
295;751;DOMATES ARI;1,21;SEBZE;MANAV;MANAV;SEBZELER;DOMATES
296;752;BIBER CARLISTON;9,54;SEBZE;MANAV;MANAV;SEBZELER;BIBER
297;753;ELMA GOLDEN;4,35;MEYVE;MANAV;MANAV;MEYVELER;ELMA
298;754;ELMA YAZ ;2,81;MEYVE;MANAV;MANAV;MEYVELER;ELMA
299;755;ELMA TOKAT;5,4;MEYVE;MANAV;MANAV;MEYVELER;ELMA
300;756;UZUM ISLAHIYE BEYAZ;1,44;MEYVE;MANAV;MANAV;MEYVELER;UZUM
301;762;NEF.20.KARISIK 1 KG;32,16;GIDA;BISKUVI-CEREZ;KURUYEMIS;DIGER KURUYEMIS;NEFISO
302;773;MUDURNU TABAKLI INCIK;12,06;KUMES;PILIC;KUMES HAYVANLARI;PARCA INCIK;MUDURNU
303;775;PORTAKAL KAN;1,44;MEYVE;MANAV;MANAV;MEYVELER;PORTAKAL
304;777;UZUM TARSUS;1,44;MEYVE;MANAV;MANAV;MEYVELER;UZUM
305;778;ARMUT SANTA MARIA;1,16;MEYVE;MANAV;MANAV;MEYVELER;ARMUT
306;805;BANVIT POSETLI TAZE PILIC KG.;14,34;KUMES;PILIC;KUMES HAYVANLARI;BUTUN PILICLER;BANVIT
307;806;MUDURNU TABAKLI PIRZOLA;13,19;KUMES;PILIC;KUMES HAYVANLARI;PARCA PIRZOLA;MUDURNU
308;808;NERGIS PASTIRMA;83,52;ET;ISLENMIS ET;PASTIRMA;PAKET;NERGIS
309;812;YORSAN  Y. YAGLI PEYNIR KG;18,42;KAHVALTILIK;SUT-YOGURT-PEYNIR;PEYNIRLER;BEYAZ PEYNIRLER;YORSAN
310;813;KARLIDAG  LOR PEYNIRI KG;9,36;KAHVALTILIK;SUT-YOGURT-PEYNIR;PEYNIRLER;LOR PEYNIRLER;KARLIDAG
311;814;DOKME KARBONAT 10 KG. ;4,68;GIDA;UNLU MAMUL-TATLI;PASTA MALZEMELERI;KABARTMA TOZU VE SEKERLI VANILIN;NERGIS
312;815;NERGIS TATLI KARISIK BAH.1 KG;1,15;GIDA;TUZ-BAHARAT;BAHARAT;DIGER BAHARATLAR;NERGIS
313;816;DOKME KARANFIL 10 KG. ;115,2;GIDA;TUZ-BAHARAT;BAHARAT;KARANFIL;NERGIS
314;818;BAY.SEK.KENT CIKOLATIN 1 KG;19,86;SEKERLEME;SAKIZ-SEKERLEME;SEKERLEMELER BAYRAMLIK;IKRAMLIK SEKERLEME;KENT
315;819;BAY.SEK.SOLEN MILANGO FINDIK KG;65,94;SEKERLEME;SAKIZ-SEKERLEME;SEKERLEMELER BAYRAMLIK;IKRAMLIK SEKERLEME;SOLEN
316;820;BAY.SEK.SOLEN BUTIK CILEK DOL.TOF.;15,65;SEKERLEME;SAKIZ-SEKERLEME;SEKERLEMELER BAYRAMLIK;YUMUSAK SEKER;SOLEN
317;821;BAY.SEK.ELIT FANTAZI MINIBON KG;23,88;SEKERLEME;SAKIZ-SEKERLEME;SEKERLEMELER BAYRAMLIK;IKRAMLIK SEKERLEME;ELIT
318;822;BAY.SEK.ULKER TOFF. LIMON KG.;23,88;SEKERLEME;SAKIZ-SEKERLEME;SEKERLEMELER BAYRAMLIK;YUMUSAK SEKER;ULKER
319;823;BAY.SEK.SOLEN DIAMOND FINDIK;81,48;SEKERLEME;SAKIZ-SEKERLEME;SEKERLEMELER BAYRAMLIK;IKRAMLIK SEKERLEME;SOLEN
320;829;MUDURNU TABAKLI TASLIK;7,53;KUMES;PILIC;KUMES HAYVANLARI;PARCA TASLIK;MUDURNU
321;838;KARLIDAG PEYNIR ORGU KG;53,4;KAHVALTILIK;SUT-YOGURT-PEYNIR;PEYNIRLER;ORGU PEYNIRLER;KARLIDAG
322;839;BAY.SEK.SOLEN TUAL GOLD FIND. 1 KG.;59,88;SEKERLEME;SAKIZ-SEKERLEME;SEKERLEMELER BAYRAMLIK;IKRAMLIK SEKERLEME;SOLEN
323;843;ELB.PATLICAN;2,94;SEBZE;MANAV;MANAV;SEBZELER;PATLICAN
324;846;TORUNOGLU PEYNIR LUX VAKUMLU KG;27,54;KAHVALTILIK;SUT-YOGURT-PEYNIR;PEYNIRLER;BEYAZ PEYNIRLER;TORUNOGLU
325;851;NEUT.SABUN 100 GR;5,56;KOZMETIK;KISISEL BAKIM;CILT BAKIM;GUZELLIK SABUNLARI;NEUTROGENA
326;857;OYUNCAK IGNELI DART KCK ;4,82;OYUNCAK;ZEKA GELISTIRICI;OYUNCAKLAR;BEBE OYUNCAK;OYUNCAK
327;861;LETS YUZ BOYASI 8 RENK ;1,61;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
328;862;CIMENTO 50 KG.;0;MUHTELIF;MUHTELIF;MUHTELIF;MUHTELIF;KARO
329;865;FANTASIA 36 RENK METAL TUP     ;1,02;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
330;866;MAROL ENDIVYA ;1,44;YESILLIK;MANAV;MANAV;YESILLIKLER;MAROL
331;871;ARMUT ANKARA;10,7;MEYVE;MANAV;MANAV;MEYVELER;ARMUT
332;872;ERIK CAN ( PAPAZ );1,37;MEYVE;MANAV;MANAV;MEYVELER;ERIK
333;877;ERIK KURUSU;17;GIDA;BISKUVI-CEREZ;KURU MEYVE;KURU MEYVE;ERIK
334;878;MUDURNU TABAKLI BAGET;12,19;KUMES;PILIC;KUMES HAYVANLARI;PARCA BAGET;MUDURNU
335;881;DOKME Y.BAHAR 10 KG. ;50,52;GIDA;TUZ-BAHARAT;BAHARAT;YENI BAHAR;NERGIS
336;882;DOKME SUSAM 10 KG. ;21,47;GIDA;TUZ-BAHARAT;BAHARAT;SUSAM;NERGIS
337;883;BAY.SEK.KENT VILLA SUTLU 1 KG;31,37;SEKERLEME;SAKIZ-SEKERLEME;SEKERLEMELER BAYRAMLIK;IKRAMLIK SEKERLEME;KENT
338;884;BAY.SEK.ELIT SUTLU CIKOLATIN ;60,18;SEKERLEME;SAKIZ-SEKERLEME;SEKERLEMELER BAYRAMLIK;IKRAMLIK SEKERLEME;ELIT
339;885;BAY.SEK.MABEL SUTLU BATON CIKO.3 KG;27,02;SEKERLEME;SAKIZ-SEKERLEME;SEKERLEMELER BAYRAMLIK;IKRAMLIK SEKERLEME;MABEL
340;886;BAY.SEK.ELIT LIMON DOLGULU KG;23,88;SEKERLEME;SAKIZ-SEKERLEME;SEKERLEMELER BAYRAMLIK;YUMUSAK SEKER;ELIT
341;893;ELB.DOMATES CERI;8,34;SEBZE;MANAV;MANAV;SEBZELER;DOMATES
342;894;BAY.SEK.ULKER JOLE BOGURTLEN;23,88;SEKERLEME;SAKIZ-SEKERLEME;SEKERLEMELER BAYRAMLIK;YUMUSAK SEKER;ULKER
343;900;MANDALINA MERSIN;1,12;MEYVE;MANAV;MANAV;MEYVELER;MANDALINA
344;901;ERIK KARA;12,79;MEYVE;MANAV;MANAV;MEYVELER;ERIK
345;911;MUDURNU TABAKLI IZGARA KANAT;16,79;KUMES;PILIC;KUMES HAYVANLARI;PARCA KANAT;MUDURNU
346;915;KARLIDAG  KURU COKELEK KG;16,25;KAHVALTILIK;SUT-YOGURT-PEYNIR;PEYNIRLER;COKELEKLER;KARLIDAG
347;916;NERGIS KEKIK 1 KG;10,68;GIDA;TUZ-BAHARAT;BAHARAT;KEKIK;NERGIS
348;917;KARLIDAG  KOY PEYNIRI 1KG;9,09;KAHVALTILIK;SUT-YOGURT-PEYNIR;PEYNIRLER;KOY PEYNIRLERI;KARLIDAG
349;918;BAY.SEK.KENT SUTLU BON.*1*;23,94;SEKERLEME;SAKIZ-SEKERLEME;SEKERLEMELER BAYRAMLIK;IKRAMLIK SEKERLEME;KENT
350;919;BAY.SEK.KENT ELEGAN CIKO. *1*;23,94;SEKERLEME;SAKIZ-SEKERLEME;SEKERLEMELER BAYRAMLIK;YUMUSAK SEKER;KENT
351;920;BAY.SEK.SOLEN WISH KG;32,92;SEKERLEME;SAKIZ-SEKERLEME;SEKERLEMELER BAYRAMLIK;IKRAMLIK SEKERLEME;SOLEN
352;921;BAY.SEK.KENT BON. KAHVELI *1* ;23,94;SEKERLEME;SAKIZ-SEKERLEME;SEKERLEMELER BAYRAMLIK;IKRAMLIK SEKERLEME;KENT
353;924;NT LIP MOISTURE-DUDAK NEMLENDIRICI;6,14;KOZMETIK;YUZ BAKIM;DUDAK KORUYUCULAR;DUDAK KREMI;NEUTROGENA
354;926;PIL KODAK AAA 8+4 ALKALIN INCE;14,28;EV;ELEKTRIK-ELEKTRONIK;PIL;KALEM PILLER;KODAK
355;934;OYUNCAK KARTELADA TAMIR TAKIM SETI;29,88;OYUNCAK;ZEKA GELISTIRICI;OYUNCAKLAR;BEBE OYUNCAK;OYUNCAK
356;935;OYUNCAK KUTUDA SESLI DENIZ KIZI;48,17;OYUNCAK;ZEKA GELISTIRICI;OYUNCAKLAR;BEBE OYUNCAK;OYUNCAK
357;936;OFICA BANTKESME MAKINASI;1,23;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
358;937;FZ7300 OFICA PENS TIPI ZIMBA MAKINASI;0,65;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
359;938;OYUNCAK EJDERHA PILLI  ;60,48;OYUNCAK;ZEKA GELISTIRICI;OYUNCAKLAR;BEBE OYUNCAK;OYUNCAK
360;942;ERIK CAN (PAKET) ;3,54;MEYVE;MANAV;MANAV;MEYVELER;ERIK
361;945;SOGAN KIRMIZI;6,42;SEBZE;MANAV;MANAV;SEBZELER;SOGAN
362;948;CARPEX CARNA.PAS.CIL.SUN.250 GR;28,68;EV;KISISEL ILGI-EGLENCE;OTO BAKIM-AKSESUARLARI;OTO MALZEMELERI;CARPEX  
363;953;CARPEX CAM YAGMUR KAYDIRICI ;8,34;EV;KISISEL ILGI-EGLENCE;OTO BAKIM-AKSESUARLARI;OTO MALZEMELERI;CARPEX
364;954;PIL KODAK XTRA HEAVY KALEM İNCE 4'LU;6,55;EV;ELEKTRIK-ELEKTRONIK;PIL;KALEM PILLER;KODAK
365;957;KOZA 131 BAYAN ATLET S/M;3,99;EV;TEKSTIL-GIYIM-AKSESUAR;CAMASIRLAR;BAYAN CAMASIR;KOZA
366;961;OFICA CIFT TARAFLI BANT 19MMX25 ;1,28;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
367;962;MIMAKS 24/6 ZIMBA TELI;1,9;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
368;965;DOMATES;6,3;SEBZE;MANAV;MANAV;SEBZELER;DOMATES
369;966;DOMATES MARAS YERLI;1,27;SEBZE;MANAV;MANAV;SEBZELER;DOMATES
370;968;SOGAN TAZE;2,7;SEBZE;MANAV;MANAV;SEBZELER;SOGAN
371;970;PORTAKAL FINIKE;4,77;MEYVE;MANAV;MANAV;MEYVELER;PORTAKAL
372;971;ELMA STAR DEV;1,44;MEYVE;MANAV;MANAV;MEYVELER;ELMA
373;972;CARPEX HAFIF CIZ.LEK.TEM.PAS.;24,17;EV;KISISEL ILGI-EGLENCE;OTO BAKIM-AKSESUARLARI;OTO MALZEMELERI;CARPEX
374;973;COLGATE D.MAC.100 ML 2IN1 WHIT.*12*;13,17;KOZMETIK;AGIZ BAKIM;DIS MACUNLARI;MACUNLAR;COLGATE
375;976;PIL KODAK AA 8+4 ALKALIN KALEM;13,79;EV;ELEKTRIK-ELEKTRONIK;PIL;KALEM PILLER;KODAK
376;977;PIL KODAK MAX ALKALIN 9V INCE;18,44;EV;ELEKTRIK-ELEKTRONIK;PIL;INCE PILLER;KODAK
377;979;KOZA BAYAN SLIP;2;EV;TEKSTIL-GIYIM-AKSESUAR;CAMASIRLAR;BAYAN CAMASIR;KOZA
378;980;DERS PROG.ETIKET;0,6;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
379;982;OFFICA BURO MAKASI ;1,44;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
380;983;SUNUM DOSYASI 10 LU;1,24;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
381;984;OFICCA CICITLI DOSYA ;1,44;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
382;985;CIMENTO DOKME;0;MUHTELIF;MUHTELIF;MUHTELIF;MUHTELIF;KARO
383;987;KOZA 999 BAYAN BADI M;5,7;EV;TEKSTIL-GIYIM-AKSESUAR;CAMASIRLAR;BAYAN CAMASIR;KOZA
384;999;KOSKA HELVA 3000 GR KAKAOLU *6*;12,97;KAHVALTILIK;GELENEKSEL;HELVA-TAHIN-PEKMEZ;HELVA;KOSKA
385;1003;OFIS CEVIZLI DOLMA KADAYIF;16;SEKERLEME;UNLU MAMUL-TATLI;TATLILAR;TATLILAR;OFIS
386;1008;SAG.SPS.JELATINLI KAYISI 1 KG;6,71;SEKERLEME;SAKIZ-SEKERLEME;SEKERLEMELER GELENEKSEL;LOKUM;SAGRA
387;1019;ORAL B D.FIR.KOMP.TEMIZLIK 1+1 MID40 *12*;8,1;KOZMETIK;AGIZ BAKIM;DIS FIRCALARI-IPLER;FIRCALAR;ORAL B
388;1021;NEF.21.NEVS.KABAK CEK.SARI TUZLU 1KG;18,71;GIDA;BISKUVI-CEREZ;KURUYEMIS;DIGER KURUYEMIS;NEFISO
389;1022;NEF.27.BADEM ITHAL CIG 1 KG *1*;63,74;GIDA;BISKUVI-CEREZ;KURUYEMIS;DIGER KURUYEMIS;NEFISO
390;1025;NEF.41 NEVS.KABAK CEK.CIG IRI 1 KG;19,43;GIDA;BISKUVI-CEREZ;KURUYEMIS;DIGER KURUYEMIS;NEFISO
